country,customer_ID,invoice_number,invoice_date,due_date,invoice_amount_usd,disputed,dispute_lost,settled_date,days_to_settle,days_late
Russia,9181-HEKGV,1099187495,2021-05-20,2021-06-19,7518,0,0,2021-06-21,32,2
France,3448-OWJOT,6607624258,2020-04-23,2020-05-23,5631,1,0,2020-06-21,59,29
France,0783-PEPYR,5446180510,2020-04-29,2020-05-29,5055,1,0,2020-06-11,43,13
Spain,9883-SDWFS,1120525583,2021-09-10,2021-10-10,4673,0,0,2021-10-10,30,0
United States,7856-ODQFO,1123460834,2020-11-04,2020-12-04,3040,0,0,2020-11-24,20,0
China,2125-HJDLA,1124489539,2020-12-07,2021-01-06,4229,0,0,2020-12-31,24,0
Russia,5613-UHVMG,1125640611,2021-04-24,2021-05-24,7411,1,1,2021-06-02,39,9
Russia,3271-HYHDN,1130346124,2020-05-03,2020-06-02,2753,0,0,2020-05-08,5,0
France,4640-FGEJI,1133671020,2021-06-30,2021-07-30,9775,0,0,2021-07-19,19,0
Spain,6177-VTITE,1134404593,2020-06-25,2020-07-25,7135,0,0,2020-07-15,20,0
Russia,5875-VZQCZ,1138691181,2021-05-27,2021-06-26,5599,0,0,2021-06-25,29,0
China,3569-VJWXS,1148330280,2020-01-27,2020-02-26,5871,1,0,2020-02-29,33,3
China,5196-TWQXF,1157522817,2020-12-04,2021-01-03,6173,0,0,2020-12-27,23,0
Spain,8690-EEBEO,1158168123,2020-06-15,2020-07-15,5135,0,0,2020-07-27,42,12
Spain,9286-VLKMI,1166745208,2021-11-27,2021-12-27,7475,1,0,2021-12-07,10,0
Russia,3271-HYHDN,1175501399,2020-05-07,2020-06-06,6055,0,0,2020-05-15,8,0
China,6160-HCSFI,1181151524,2020-08-22,2020-09-21,6184,0,0,2020-09-08,17,0
Russia,5924-UOPGH,1184394683,2020-09-15,2020-10-15,9674,1,0,2020-10-29,44,14
Russia,5613-UHVMG,1185375111,2021-09-28,2021-10-28,6708,1,0,2021-11-08,41,11
United States,6077-FDQRK,1187373900,2020-04-06,2020-05-06,8240,0,0,2020-04-30,24,0
China,3569-VJWXS,1190360256,2020-08-07,2020-09-06,9218,1,0,2020-09-11,35,5
China,2423-QOKIO,1199977661,2020-08-06,2020-09-05,4786,0,0,2020-09-17,42,12
Russia,7946-HJDUR,1204820381,2020-08-08,2020-09-07,5832,0,0,2020-09-12,35,5
United States,9149-MATVB,1207140333,2021-01-26,2021-02-25,2573,0,0,2021-02-24,29,0
France,7600-OISKG,889501782,2020-04-30,2020-05-30,9706,1,1,2020-05-30,30,0
Russia,7946-HJDUR,1221306589,2020-07-03,2020-08-02,7905,0,0,2020-07-26,23,0
United States,0465-DTULQ,1223908099,2020-05-27,2020-06-26,4309,0,0,2020-06-20,24,0
United States,9323-NDIOV,1228800351,2020-01-14,2020-02-13,4748,0,0,2020-02-29,46,16
United States,0625-TNJFG,1234438336,2020-03-06,2020-04-05,4189,0,0,2020-03-28,22,0
Spain,1168-BEASA,1241888754,2021-05-01,2021-05-31,4996,1,0,2021-06-15,45,15
France,5573-KSOIA,1250631704,2021-03-31,2021-04-30,5712,0,0,2021-05-02,32,2
France,6833-ETVHD,1254790458,2020-11-12,2020-12-12,7288,0,0,2020-11-25,13,0
Spain,3676-CQAIF,1256452795,2020-05-17,2020-06-16,4129,0,0,2020-06-26,40,10
France,9322-YCTQO,1264381785,2021-04-29,2021-05-29,5450,0,0,2021-05-24,25,0
Russia,2824-HJQPP,1266309366,2020-10-26,2020-11-25,4605,0,0,2020-11-17,22,0
United States,9149-MATVB,1267973660,2020-10-10,2020-11-09,4531,0,0,2020-11-09,30,0
China,2423-QOKIO,1280597932,2020-02-26,2020-03-27,5642,0,0,2020-03-18,21,0
Russia,7946-HJDUR,1281236095,2021-06-21,2021-07-21,5840,0,0,2021-07-21,30,0
France,9322-YCTQO,1281718631,2021-07-12,2021-08-11,9235,0,0,2021-08-12,31,1
China,3569-VJWXS,1282903123,2020-12-25,2021-01-24,5932,0,0,2021-01-16,22,0
France,9758-AIEIK,1841814103,2020-05-01,2020-05-31,5625,1,0,2020-06-08,38,8
France,9725-EZTEJ,555108669,2020-05-02,2020-06-01,11678,1,0,2020-05-23,21,0
Spain,9460-VAZGD,1300298448,2020-09-16,2020-10-16,5821,0,0,2020-10-05,19,0
Russia,5875-VZQCZ,1308410672,2021-09-13,2021-10-13,7603,0,0,2021-09-25,12,0
United States,3993-QUNVJ,1310667812,2020-03-18,2020-04-17,6093,0,0,2020-04-02,15,0
Russia,3271-HYHDN,1311607288,2020-10-13,2020-11-12,5841,0,0,2020-10-18,5,0
Russia,9181-HEKGV,1314367195,2020-06-21,2020-07-21,9000,0,0,2020-07-12,21,0
Russia,7946-HJDUR,1316332735,2020-10-21,2020-11-20,4184,0,0,2020-11-16,26,0
United States,3993-QUNVJ,1317885189,2021-10-30,2021-11-29,6154,0,0,2021-11-10,11,0
Spain,0688-XNJRO,1318038002,2020-09-03,2020-10-03,2851,0,0,2020-10-13,40,10
Spain,3676-CQAIF,1319645642,2021-11-26,2021-12-26,5238,0,0,2021-12-31,35,5
Russia,8102-ABPKQ,1321318878,2021-02-20,2021-03-22,5311,0,0,2021-03-27,35,5
China,6708-DPYTF,1321403149,2020-02-01,2020-03-02,8031,0,0,2020-03-14,42,12
China,0709-LZRJV,1323201810,2021-07-27,2021-08-26,5868,0,0,2021-08-15,19,0
France,4651-PMEXQ,1327547312,2021-02-02,2021-03-04,8050,0,0,2021-02-17,15,0
Russia,8364-UWVLM,1336288577,2020-10-19,2020-11-18,7511,0,0,2020-11-10,22,0
United States,0465-DTULQ,1342171511,2021-04-23,2021-05-23,2700,0,0,2021-05-19,26,0
United States,7050-KQLDO,1342472678,2020-09-04,2020-10-04,7680,0,0,2020-10-07,33,3
France,6048-QPZCF,1349854883,2021-11-06,2021-12-06,7883,0,0,2021-11-07,1,0
China,5529-TBPGK,1358969544,2020-10-29,2020-11-28,5313,0,0,2020-12-02,34,4
China,3598-DNURW,1366357246,2020-09-12,2020-10-12,5644,0,0,2020-09-28,16,0
China,0379-NEVHP,1369975903,2021-01-05,2021-02-04,6111,0,0,2021-01-26,21,0
China,2676-DZINU,1376441638,2020-09-30,2020-10-30,8125,0,0,2020-10-22,22,0
France,3448-OWJOT,2268924543,2020-05-02,2020-06-01,6612,1,0,2020-06-13,42,12
China,7209-MDWKR,1384963125,2021-11-14,2021-12-14,8014,0,0,2021-12-07,23,0
Spain,9460-VAZGD,1387296868,2021-06-29,2021-07-29,7217,0,0,2021-07-18,19,0
France,5284-DJOZO,1388703117,2021-10-19,2021-11-18,7219,1,0,2021-10-26,7,0
China,1080-NDGAE,1388916055,2021-10-22,2021-11-21,9419,1,0,2021-11-13,22,0
Spain,1408-OQZUE,1390614217,2020-12-25,2021-01-24,2807,0,0,2021-01-23,29,0
China,2820-XGXSB,1391494244,2021-06-16,2021-07-16,5152,0,0,2021-06-25,9,0
China,7841-HROAQ,1393928750,2021-11-11,2021-12-11,7262,0,0,2021-11-20,9,0
United States,9149-MATVB,1401167342,2020-10-24,2020-11-23,2247,0,0,2020-11-21,28,0
Russia,7695-NKUXM,1401765899,2020-03-21,2020-04-20,4068,1,0,2020-04-11,21,0
Russia,5924-UOPGH,1402103956,2020-11-28,2020-12-28,6376,0,0,2020-12-24,26,0
United States,7228-LEPPM,1416192974,2020-07-30,2020-08-29,6186,0,0,2020-08-28,29,0
France,5164-VMYWJ,1419983453,2020-10-18,2020-11-17,7042,0,0,2020-11-03,16,0
China,9212-BTDMX,1422140909,2020-12-08,2021-01-07,5399,0,0,2020-12-27,19,0
China,9212-BTDMX,1426850927,2021-11-13,2021-12-13,4520,0,0,2021-11-30,17,0
United States,0625-TNJFG,1436243551,2020-06-19,2020-07-19,4808,0,0,2020-07-05,16,0
Spain,0688-XNJRO,1436424010,2021-11-24,2021-12-24,2519,0,0,2022-01-08,45,15
China,5920-DPXLN,1441773397,2020-10-23,2020-11-22,6911,0,0,2020-11-09,17,0
United States,2687-XWAMA,1452931813,2021-07-28,2021-08-27,4913,0,0,2021-08-02,5,0
Russia,8102-ABPKQ,1454620628,2020-03-15,2020-04-14,6688,1,0,2020-05-05,51,21
China,6708-DPYTF,1459820060,2020-08-04,2020-09-03,4629,0,0,2020-09-04,31,1
France,8389-TCXFQ,6736160445,2020-05-07,2020-06-06,3053,1,0,2020-06-19,43,13
Russia,3271-HYHDN,1470244634,2020-09-18,2020-10-18,2433,0,0,2020-09-21,3,0
China,6708-DPYTF,1474447710,2021-11-07,2021-12-07,6692,0,0,2021-12-15,38,8
China,9014-WENVB,1482642317,2021-03-14,2021-04-13,7825,0,0,2021-04-27,44,14
Spain,9883-SDWFS,1491017498,2020-05-09,2020-06-08,1923,0,0,2020-06-02,24,0
France,9117-LYRCE,1491859500,2021-05-28,2021-06-27,6772,0,0,2021-06-24,27,0
Russia,8364-UWVLM,1509944878,2021-02-16,2021-03-18,5351,0,0,2021-03-07,19,0
Russia,5875-VZQCZ,1519561145,2020-09-26,2020-10-26,5657,0,0,2020-10-27,31,1
China,2820-XGXSB,1528493654,2020-10-29,2020-11-28,7185,0,0,2020-11-02,4,0
China,7329-TWKLF,1528599184,2021-06-30,2021-07-30,8535,0,0,2021-07-21,21,0
France,9725-EZTEJ,7949028171,2020-05-15,2020-06-14,7627,1,1,2020-06-17,33,3
China,3569-VJWXS,1536168471,2020-12-19,2021-01-18,6348,0,0,2021-01-13,25,0
United States,4460-ZXNDN,1539382510,2020-10-09,2020-11-08,7679,1,0,2020-12-01,53,23
Spain,3271-YDPUJ,1539465403,2020-02-16,2020-03-17,2822,0,0,2020-03-14,27,0
China,6160-HCSFI,1544728256,2020-12-27,2021-01-26,7226,0,0,2021-01-13,17,0
France,4640-FGEJI,1544966050,2021-04-13,2021-05-13,7555,0,0,2021-04-22,9,0
China,9841-XLGBV,1553284771,2021-11-04,2021-12-04,6596,0,0,2021-11-26,22,0
China,1080-NDGAE,1556974311,2021-02-20,2021-03-22,10794,1,0,2021-03-21,29,0
Russia,8102-ABPKQ,1562504690,2020-03-04,2020-04-03,8315,1,0,2020-04-20,47,17
Spain,6296-UKEUZ,1564854223,2020-08-13,2020-09-12,3190,0,0,2020-08-16,3,0
Spain,7372-CESLR,1569984119,2020-12-04,2021-01-03,2878,0,0,2020-12-27,23,0
Russia,3271-HYHDN,1575926929,2020-11-19,2020-12-19,6152,0,0,2020-11-25,6,0
United States,5592-UQXSS,1577746988,2020-07-27,2020-08-26,5714,1,0,2020-09-07,42,12
France,4640-FGEJI,1581104767,2021-01-01,2021-01-31,8027,0,0,2021-01-16,15,0
Russia,5148-SYKLB,1582683121,2020-04-19,2020-05-19,9399,1,0,2020-05-18,29,0
Spain,9286-VLKMI,1586922908,2021-10-02,2021-11-01,6848,0,0,2021-10-03,1,0
United States,3831-FXWYK,1587873226,2021-07-23,2021-08-22,6555,0,0,2021-08-28,36,6
United States,9149-MATVB,1591349086,2021-07-13,2021-08-12,5113,0,0,2021-08-07,25,0
China,9174-IYKOC,1592682714,2021-09-10,2021-10-10,6358,0,0,2021-09-29,19,0
Russia,5924-UOPGH,1595456378,2020-07-27,2020-08-26,5928,0,0,2020-08-11,15,0
China,0379-NEVHP,1604888971,2021-05-17,2021-06-16,7857,1,1,2021-06-12,26,0
China,5196-TWQXF,1613828298,2020-08-12,2020-09-11,4975,0,0,2020-08-28,16,0
Russia,5875-VZQCZ,1621429066,2020-10-26,2020-11-25,8755,1,0,2020-11-25,30,0
Spain,8942-ERSWK,1621957925,2021-04-15,2021-05-15,2201,0,0,2021-04-25,10,0
France,4651-PMEXQ,1631213514,2020-10-24,2020-11-23,7771,0,0,2020-11-17,24,0
China,9841-XLGBV,1633220775,2020-01-09,2020-02-08,4199,0,0,2020-02-06,28,0
Spain,1408-OQZUE,1652571996,2021-10-14,2021-11-13,5423,0,0,2021-11-11,28,0
France,5573-KSOIA,1653597509,2020-07-16,2020-08-15,10063,0,0,2020-08-19,34,4
United States,5592-UQXSS,1653708883,2021-11-26,2021-12-26,4404,0,0,2021-12-21,25,0
United States,7228-LEPPM,1657046645,2020-01-29,2020-02-28,2763,0,0,2020-03-21,52,22
Spain,1408-OQZUE,1660153943,2020-02-21,2020-03-22,4508,0,0,2020-03-28,36,6
China,6160-HCSFI,1661281311,2020-03-13,2020-04-12,7621,0,0,2020-04-09,27,0
China,7841-HROAQ,1666441527,2020-12-15,2021-01-14,5427,1,0,2021-01-28,44,14
United States,7260-ZHAKS,1669605495,2020-03-20,2020-04-19,8298,0,0,2020-04-25,36,6
France,1447-YZKCL,1670705301,2021-01-17,2021-02-16,8836,0,0,2021-02-22,36,6
China,1080-NDGAE,1671914105,2021-07-10,2021-08-09,8349,1,0,2021-08-05,26,0
Spain,9286-VLKMI,1671932723,2021-05-20,2021-06-19,6616,0,0,2021-05-21,1,0
Spain,1408-OQZUE,1675817832,2020-05-12,2020-06-11,4742,0,0,2020-06-20,39,9
China,5196-TWQXF,1677488544,2020-07-30,2020-08-29,6228,0,0,2020-08-18,19,0
United States,2026-XLBER,1678077270,2020-04-24,2020-05-24,6093,0,0,2020-05-12,18,0
China,7329-TWKLF,1681500044,2021-06-10,2021-07-10,6367,0,0,2021-07-03,23,0
France,6048-QPZCF,1688223461,2021-05-24,2021-06-23,7242,0,0,2021-05-29,5,0
China,2820-XGXSB,1691604826,2021-11-20,2021-12-20,8241,0,0,2021-11-26,6,0
Spain,9460-VAZGD,1695583002,2021-01-01,2021-01-31,6232,0,0,2021-01-28,27,0
China,9174-IYKOC,1697562316,2021-01-06,2021-02-05,7309,0,0,2021-01-19,13,0
Russia,8364-UWVLM,1699566488,2021-02-13,2021-03-15,9210,0,0,2021-02-27,14,0
China,8820-BLYDZ,1699863695,2020-07-23,2020-08-22,8533,0,0,2020-07-30,7,0
France,9771-QTLGZ,3755391775,2020-05-16,2020-06-15,3288,1,0,2020-05-31,15,0
France,9117-LYRCE,6346701213,2020-05-16,2020-06-15,2999,1,0,2020-07-02,47,17
China,2423-QOKIO,1715841585,2020-07-01,2020-07-31,6738,1,0,2020-07-30,29,0
China,5529-TBPGK,1717812362,2020-11-28,2020-12-28,4875,0,0,2020-12-28,30,0
China,7841-HROAQ,1720149611,2020-04-24,2020-05-24,7168,0,0,2020-05-18,24,0
France,9758-AIEIK,1720532549,2021-06-20,2021-07-20,4946,0,0,2021-07-12,22,0
Spain,8690-EEBEO,1730560128,2021-09-16,2021-10-16,3697,0,0,2021-10-08,22,0
China,0709-LZRJV,1731769135,2021-06-11,2021-07-11,5145,1,0,2021-07-22,41,11
France,9771-QTLGZ,2127219922,2020-05-19,2020-06-18,6889,1,0,2020-06-16,28,0
United States,0465-DTULQ,1745880588,2020-08-01,2020-08-31,6100,0,0,2020-09-05,35,5
France,9322-YCTQO,1748015447,2020-12-24,2021-01-23,7519,0,0,2021-01-25,32,2
Spain,8690-EEBEO,1752036971,2020-04-08,2020-05-08,7172,0,0,2020-05-15,37,7
United States,7050-KQLDO,1752423656,2021-09-20,2021-10-20,8899,1,0,2021-10-24,34,4
France,0783-PEPYR,1754229382,2020-05-15,2020-06-14,8110,0,0,2020-06-18,34,4
China,6708-DPYTF,1754538629,2021-09-11,2021-10-11,7952,0,0,2021-10-10,29,0
China,0187-ERLSR,1756742390,2020-09-05,2020-10-05,8457,0,0,2020-09-14,9,0
France,4640-FGEJI,1759240329,2021-09-19,2021-10-19,7209,0,0,2021-10-07,18,0
Spain,9883-SDWFS,1761962468,2021-09-18,2021-10-18,7539,1,0,2021-10-30,42,12
United States,7758-WKLVM,1767317198,2020-09-23,2020-10-23,4170,0,0,2020-10-30,37,7
Spain,6391-GBFQJ,1767708917,2021-07-21,2021-08-20,836,1,0,2021-08-17,27,0
China,6160-HCSFI,1774766742,2021-08-22,2021-09-21,7685,0,0,2021-09-04,13,0
Russia,8887-NCUZC,1777289135,2021-05-24,2021-06-23,5166,1,0,2021-06-28,35,5
Spain,1168-BEASA,1779886998,2020-11-25,2020-12-25,6550,0,0,2020-12-18,23,0
France,4640-FGEJI,1784835874,2020-10-14,2020-11-13,6243,0,0,2020-11-12,29,0
Spain,9883-SDWFS,1789438475,2020-01-07,2020-02-06,4633,1,0,2020-02-10,34,4
China,8156-PCYBM,1796958572,2020-03-22,2020-04-21,4261,0,0,2020-04-16,25,0
France,4092-ZAVRG,1801620782,2021-08-14,2021-09-13,7844,0,0,2021-08-15,1,0
Spain,9286-VLKMI,1826457023,2021-11-09,2021-12-09,7293,1,0,2021-11-24,15,0
United States,3993-QUNVJ,1826544220,2020-07-15,2020-08-14,4865,0,0,2020-07-30,15,0
Russia,3271-HYHDN,1829655163,2021-11-09,2021-12-09,5628,0,0,2021-11-11,2,0
Russia,8887-NCUZC,1838230354,2020-04-10,2020-05-10,5956,1,1,2020-06-03,54,24
France,4632-QZOKX,8732948590,2020-05-20,2020-06-19,6577,1,0,2020-06-27,38,8
United States,9323-NDIOV,1839830620,2021-11-13,2021-12-13,4456,0,0,2021-12-16,33,3
France,8976-AMJEO,1102283094,2020-05-21,2020-06-20,8481,1,0,2020-06-19,29,0
France,4640-FGEJI,1841884225,2021-11-08,2021-12-08,8604,0,0,2021-11-26,18,0
France,5284-DJOZO,1842693179,2020-05-25,2020-06-24,6835,0,0,2020-06-10,16,0
Spain,6391-GBFQJ,1850105221,2020-06-17,2020-07-17,803,0,0,2020-07-02,15,0
Spain,3676-CQAIF,1851875591,2020-06-04,2020-07-04,5709,0,0,2020-07-23,49,19
United States,7228-LEPPM,1853598981,2020-09-12,2020-10-12,6186,1,0,2020-10-31,49,19
China,5920-DPXLN,1853646712,2021-11-08,2021-12-08,8147,0,0,2021-11-20,12,0
United States,3993-QUNVJ,1854369389,2020-07-17,2020-08-16,5621,0,0,2020-08-09,23,0
China,9174-IYKOC,1854927312,2021-11-16,2021-12-16,5712,0,0,2021-12-09,23,0
China,5196-TWQXF,1857536288,2020-06-09,2020-07-09,6499,0,0,2020-07-01,22,0
Spain,0688-XNJRO,1858692476,2021-06-05,2021-07-05,4307,1,0,2021-08-03,59,29
China,9014-WENVB,1863257564,2020-07-01,2020-07-31,7269,0,0,2020-07-29,28,0
United States,9149-MATVB,1867249429,2021-11-15,2021-12-15,4606,0,0,2021-12-08,23,0
France,7938-EVASK,1879423925,2020-04-29,2020-05-29,6545,0,0,2020-06-01,33,3
China,8156-PCYBM,1887027624,2020-08-20,2020-09-19,6158,0,0,2020-09-05,16,0
Spain,8942-ERSWK,1889308921,2020-12-02,2021-01-01,2350,0,0,2020-12-14,12,0
China,7329-TWKLF,1890815777,2021-08-18,2021-09-17,6171,0,0,2021-09-19,32,2
China,9014-WENVB,1893700854,2021-06-22,2021-07-22,6120,0,0,2021-07-22,30,0
France,0783-PEPYR,1898422054,2021-05-07,2021-06-06,6113,0,0,2021-06-23,47,17
United States,7228-LEPPM,1899442732,2020-02-11,2020-03-12,4500,0,0,2020-03-21,39,9
United States,7228-LEPPM,1900323621,2021-04-11,2021-05-11,4306,0,0,2021-05-13,32,2
Spain,8942-ERSWK,1901766579,2020-01-25,2020-02-24,755,1,0,2020-02-20,26,0
Spain,8690-EEBEO,1903828465,2021-05-31,2021-06-30,6235,0,0,2021-07-08,38,8
France,9771-QTLGZ,6034265548,2020-05-21,2020-06-20,5554,1,1,2020-06-17,27,0
France,9117-LYRCE,7022172137,2020-05-21,2020-06-20,6333,1,0,2020-07-11,51,21
Russia,1604-LIFKX,1913883700,2021-06-12,2021-07-12,4491,0,0,2021-07-26,44,14
France,7600-OISKG,4112599163,2020-06-01,2020-07-01,6603,1,0,2020-07-01,30,0
France,6833-ETVHD,1927022550,2020-10-14,2020-11-13,6817,0,0,2020-10-29,15,0
Russia,5875-VZQCZ,1929017575,2020-01-13,2020-02-12,8789,0,0,2020-02-04,22,0
France,8389-TCXFQ,8374209501,2020-06-01,2020-07-01,8368,1,0,2020-07-08,37,7
France,6048-QPZCF,1950762665,2020-07-28,2020-08-27,7554,0,0,2020-08-01,4,0
Spain,9460-VAZGD,1951887650,2021-09-21,2021-10-21,863,0,0,2021-10-10,19,0
United States,7758-WKLVM,1953579202,2020-08-21,2020-09-20,6087,0,0,2020-09-21,31,1
Spain,9250-VHLWY,1953588118,2020-12-03,2021-01-02,5105,0,0,2021-01-01,29,0
France,5573-KSOIA,1965699392,2021-04-29,2021-05-29,8946,0,0,2021-06-03,35,5
United States,4460-ZXNDN,1976510492,2020-05-08,2020-06-07,6186,1,0,2020-06-27,50,20
China,9212-BTDMX,1976759712,2020-07-26,2020-08-25,5156,0,0,2020-08-13,18,0
Spain,9883-SDWFS,1985925745,2020-09-12,2020-10-12,2951,0,0,2020-10-19,37,7
France,6833-ETVHD,1992091788,2021-01-26,2021-02-25,6382,0,0,2021-02-15,20,0
Russia,7946-HJDUR,1995851356,2020-04-13,2020-05-13,4535,0,0,2020-05-06,23,0
United States,9149-MATVB,2008743660,2020-12-13,2021-01-12,6727,0,0,2020-12-27,14,0
France,8389-TCXFQ,7876340954,2020-06-05,2020-07-05,3873,1,0,2020-07-12,37,7
France,4632-QZOKX,186768686,2020-06-10,2020-07-10,4054,1,0,2020-07-11,31,1
Russia,3568-JJMFW,2017481337,2021-09-05,2021-10-05,6750,1,0,2021-09-26,21,0
Russia,8887-NCUZC,2017486994,2020-07-17,2020-08-16,5763,1,0,2020-09-07,52,22
China,3569-VJWXS,2024965903,2021-10-04,2021-11-03,8032,1,1,2021-11-09,36,6
United States,5592-UQXSS,2025587663,2021-10-17,2021-11-16,2206,1,0,2021-11-23,37,7
Russia,8887-NCUZC,2035503608,2020-08-29,2020-09-28,3837,0,0,2020-09-30,32,2
France,4651-PMEXQ,2050809961,2021-10-25,2021-11-24,7874,1,0,2021-11-23,29,0
Spain,9250-VHLWY,2054631411,2020-06-12,2020-07-12,3196,0,0,2020-07-13,31,1
China,8820-BLYDZ,2073423085,2020-04-02,2020-05-02,6997,0,0,2020-04-12,10,0
France,3448-OWJOT,6552783571,2020-06-10,2020-07-10,9477,1,0,2020-07-16,36,6
China,8156-PCYBM,2079450535,2021-01-17,2021-02-16,6212,0,0,2021-02-22,36,6
China,5920-DPXLN,2079957616,2020-12-23,2021-01-22,6258,0,0,2021-01-13,21,0
Spain,9250-VHLWY,2086131876,2021-03-15,2021-04-14,4782,0,0,2021-04-05,21,0
Spain,9250-VHLWY,2088115416,2020-05-29,2020-06-28,5707,0,0,2020-06-20,22,0
Russia,6004-KITZM,2091543308,2021-04-18,2021-05-18,5617,0,0,2021-05-02,14,0
Russia,8364-UWVLM,2094625650,2021-03-21,2021-04-20,8302,0,0,2021-04-13,23,0
Russia,1604-LIFKX,2099442850,2020-11-25,2020-12-25,7310,0,0,2021-01-13,49,19
France,4092-ZAVRG,2102092958,2020-08-06,2020-09-05,9236,0,0,2020-08-10,4,0
France,9117-LYRCE,2110258079,2020-01-25,2020-02-24,2209,0,0,2020-03-06,41,11
France,9322-YCTQO,2118879684,2021-09-06,2021-10-06,11454,0,0,2021-10-11,35,5
China,1080-NDGAE,2121660618,2021-01-25,2021-02-24,7979,1,0,2021-03-02,36,6
Russia,5875-VZQCZ,2123675598,2021-04-23,2021-05-23,7371,0,0,2021-05-16,23,0
France,9117-LYRCE,2123935700,2020-05-29,2020-06-28,5555,0,0,2020-07-04,36,6
Russia,7946-HJDUR,2125307184,2021-08-11,2021-09-10,6734,0,0,2021-09-14,34,4
France,4640-FGEJI,956388773,2020-06-17,2020-07-17,5813,1,0,2020-07-28,41,11
China,7841-HROAQ,2129779702,2021-11-18,2021-12-18,6046,0,0,2021-12-06,18,0
United States,9323-NDIOV,2131645470,2021-08-09,2021-09-08,6106,0,0,2021-09-05,27,0
Russia,1604-LIFKX,2135320728,2021-09-25,2021-10-25,6632,0,0,2021-11-05,41,11
China,3598-DNURW,2135406196,2021-01-03,2021-02-02,4951,0,0,2021-01-15,12,0
Spain,3676-CQAIF,2137157897,2021-07-21,2021-08-20,2055,0,0,2021-08-06,16,0
United States,9149-MATVB,2146884004,2021-11-05,2021-12-05,4326,0,0,2021-11-19,14,0
Spain,3271-YDPUJ,2148266465,2021-05-07,2021-06-06,2439,1,0,2021-06-13,37,7
China,9212-BTDMX,2158841878,2021-08-10,2021-09-09,6435,0,0,2021-08-20,10,0
France,5284-DJOZO,2161519126,2021-08-21,2021-09-20,9888,0,0,2021-08-24,3,0
Russia,8887-NCUZC,2161660036,2020-06-17,2020-07-17,4038,0,0,2020-07-19,32,2
France,7600-OISKG,6733279966,2020-06-20,2020-07-20,4548,1,0,2020-07-15,25,0
United States,0465-DTULQ,2168210949,2020-09-03,2020-10-03,4341,1,0,2020-10-23,50,20
China,6708-DPYTF,2186599382,2020-03-24,2020-04-23,9276,0,0,2020-05-05,42,12
China,7209-MDWKR,2189582262,2021-12-02,2022-01-01,6769,0,0,2021-12-28,26,0
Russia,6627-ELFBK,2195380883,2020-01-06,2020-02-05,4707,1,0,2020-02-03,28,0
Spain,9286-VLKMI,2197465105,2021-10-29,2021-11-28,7674,1,0,2021-11-13,15,0
United States,9149-MATVB,2197485330,2020-10-19,2020-11-18,4561,0,0,2020-11-10,22,0
China,8820-BLYDZ,2205310400,2020-02-06,2020-03-07,7146,0,0,2020-02-19,13,0
France,9725-EZTEJ,9119375519,2020-06-23,2020-07-23,9451,1,0,2020-08-06,44,14
United States,4460-ZXNDN,2212611817,2021-03-09,2021-04-08,3297,0,0,2021-04-16,38,8
United States,7228-LEPPM,2219394095,2020-07-10,2020-08-09,5132,0,0,2020-08-27,48,18
Spain,8690-EEBEO,2222502782,2021-04-18,2021-05-18,7489,0,0,2021-05-18,30,0
China,5196-TWQXF,2225581009,2021-01-02,2021-02-01,4571,0,0,2021-01-25,23,0
Spain,8690-EEBEO,2238411112,2021-11-30,2021-12-30,5621,0,0,2022-01-02,33,3
United States,0706-NRGUP,2238525299,2021-10-05,2021-11-04,3570,0,0,2021-10-26,21,0
United States,9928-IJYBQ,2245157627,2021-01-12,2021-02-11,5207,0,0,2021-02-12,31,1
United States,6077-FDQRK,2246279597,2021-03-30,2021-04-29,2140,0,0,2021-04-08,9,0
France,2621-XCLEH,4456170015,2020-06-27,2020-07-27,6942,1,0,2020-08-26,60,30
China,9212-BTDMX,2253964269,2021-10-09,2021-11-08,4721,1,0,2021-11-11,33,3
United States,7260-ZHAKS,2254159769,2020-03-07,2020-04-06,7283,0,0,2020-04-03,27,0
France,7600-OISKG,296503272,2020-07-03,2020-08-02,6125,1,0,2020-08-07,35,5
United States,7228-LEPPM,2257886659,2021-05-06,2021-06-05,4090,0,0,2021-06-13,38,8
Russia,8102-ABPKQ,2262995436,2021-04-17,2021-05-17,7059,1,0,2021-06-02,46,16
France,3448-OWJOT,7576910302,2020-06-23,2020-07-23,8280,0,0,2020-07-18,25,0
Spain,7372-CESLR,2267584907,2021-12-01,2021-12-31,5276,0,0,2021-12-15,14,0
Spain,6296-UKEUZ,2267825101,2021-04-12,2021-05-12,2729,0,0,2021-04-14,2,0
France,4640-FGEJI,5747215345,2020-07-05,2020-08-04,6654,1,0,2020-08-13,39,9
Russia,2824-HJQPP,2279639083,2021-01-08,2021-02-07,5165,0,0,2021-01-23,15,0
Russia,7946-HJDUR,2281124725,2020-09-18,2020-10-18,2737,0,0,2020-10-13,25,0
Spain,1408-OQZUE,2290457712,2021-01-02,2021-02-01,5191,1,0,2021-02-09,38,8
United States,5592-UQXSS,2290647128,2021-05-01,2021-05-31,4924,1,0,2021-06-04,34,4
Russia,3568-JJMFW,2293228619,2020-05-08,2020-06-07,4847,1,0,2020-06-11,34,4
France,9758-AIEIK,2294449843,2020-10-28,2020-11-27,6796,0,0,2020-11-08,11,0
